Chrom	Start	End	Strand	Size	Method	Cell line	Tissue	Species	Genome	Organ	Reference	Pubmed
chr1	32640548	32640628	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	32642309	32642389	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	32747125	32747231	.	106	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	32795651	32795938	.	287	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	32824470	32824550	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	32825447	32825589	.	142	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	32968740	32968833	.	93	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	32970495	32970596	.	101	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	32987637	32987718	.	81	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	33024086	33024234	.	148	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	33066457	33066542	.	85	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	33089429	33089565	.	136	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	33112292	33112408	.	116	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	33143493	33143635	.	142	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	33147225	33147306	.	81	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	33159104	33159211	.	107	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	33259510	33259617	.	107	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	33272678	33272919	.	241	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	33325022	33325102	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	33694832	33694951	.	119	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	33768157	33768240	.	83	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	35373252	35373332	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	35441400	35441552	.	152	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	35470715	35470944	.	229	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	35491266	35491372	.	106	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	35526817	35526897	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	35534306	35534386	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	35621018	35621098	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	35640640	35640730	.	90	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	35644901	35645041	.	140	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	35678717	35678852	.	135	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	35725289	35725378	.	89	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	35750519	35750619	.	100	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	35750800	35750887	.	87	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	35781807	35781899	.	92	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	35783429	35783509	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	35806354	35806434	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	35813512	35813592	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	35817555	35817651	.	96	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	35837539	35837648	.	109	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	35880039	35880119	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	35898154	35898234	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	35957104	35957274	.	170	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	36046848	36046978	.	130	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	36069648	36069970	.	322	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	36149283	36149363	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	36150327	36150445	.	118	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	36393738	36393833	.	95	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	36599076	36599156	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	36609115	36609273	.	158	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	36610331	36610559	.	228	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	37044842	37044922	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	37389946	37390047	.	101	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	37431946	37432059	.	113	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	37526390	37526484	.	94	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	37998971	37999051	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	38170124	38170246	.	122	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	38195784	38196160	.	376	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	38212468	38212553	.	85	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	38230006	38230193	.	187	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	38299571	38299670	.	99	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	38371295	38371375	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	38421283	38421363	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	38881414	38881578	.	164	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	39240332	39240414	.	82	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	39354177	39354257	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	39364660	39364782	.	122	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	39469480	39469654	.	174	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	39476128	39476263	.	135	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	39498789	39498893	.	104	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	39500560	39500671	.	111	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	39503836	39503916	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	39507148	39507258	.	110	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	39833965	39834065	.	100	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	39887070	39887150	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	39966864	39966951	.	87	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	40076805	40076940	.	135	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	40132549	40132629	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	40221268	40221354	.	86	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	40267333	40267414	.	81	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	40268649	40268758	.	109	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	40301110	40301190	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	40302732	40302812	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	40399800	40399898	.	98	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	40470083	40470201	.	118	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	40613290	40613393	.	103	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	40671554	40671669	.	115	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	40691921	40692082	.	161	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	40713529	40713647	.	118	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	40818786	40818960	.	174	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	40885360	40885478	.	118	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	41032135	41032271	.	136	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	41202868	41202950	.	82	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	41397325	41397457	.	132	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	41539820	41539912	.	92	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	41600136	41600328	.	192	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	43092279	43092437	.	158	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	43094279	43094366	.	87	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	43169233	43169352	.	119	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	43171642	43171761	.	119	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	43209704	43209825	.	121	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	43240997	43241077	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	43325172	43325420	.	248	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	43512463	43512543	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	43843110	43843190	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	43926796	43926977	.	181	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	43945209	43945368	.	159	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	44100578	44100707	.	129	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	44210841	44210921	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	44235231	44235311	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	44551093	44551173	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	44815206	44815286	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	44834256	44834346	.	90	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	44903403	44903483	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	45013768	45013891	.	123	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	45156583	45156709	.	126	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	45233483	45233563	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	45234281	45234404	.	123	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	45234465	45234545	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	45234995	45235123	.	128	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	45235869	45236034	.	165	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	45238421	45238501	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	45354479	45354559	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	45376003	45376117	.	114	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	45400806	45400886	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	45403698	45403846	.	148	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	45415339	45415561	.	222	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	45430825	45430905	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	45468689	45468769	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	45572587	45572698	.	111	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	45580425	45580521	.	96	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	45662661	45662777	.	116	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	45811734	45811862	.	128	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	45823031	45823163	.	132	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	45836415	45836525	.	110	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	45869070	45869155	.	85	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	45869268	45869414	.	146	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	46071455	46071535	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	46074963	46075087	.	124	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	46101053	46101152	.	99	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	46102472	46102587	.	115	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	46141492	46141572	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	46157285	46157365	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	46238213	46238330	.	117	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	46346120	46346200	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	46353282	46353362	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	46357914	46358086	.	172	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	46443533	46443613	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	46444924	46445141	.	217	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	46538800	46538896	.	96	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	46550607	46550827	.	220	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	46704454	46704535	.	81	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	46704732	46704812	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	46708601	46708703	.	102	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	46709655	46709809	.	154	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	46736586	46736674	.	88	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	46786204	46786335	.	131	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	46849896	46849976	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	46850035	46850196	.	161	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	47110495	47110575	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	47127603	47127699	.	96	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	47180679	47180759	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	47292662	47292792	.	130	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	47323614	47323739	.	125	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	47599497	47599577	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	47614843	47614923	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	47714345	47714554	.	209	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	47737766	47737846	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	47757589	47757732	.	143	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	47814860	47814940	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	47831814	47831945	.	131	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	47832841	47832925	.	84	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	47841480	47841560	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	47852504	47852593	.	89	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	47973015	47973217	.	202	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	49174672	49174805	.	133	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	50616700	50616780	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	50757886	50758159	.	273	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	50909890	50909970	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	50918549	50918679	.	130	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	50937268	50937349	.	81	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	51063562	51063649	.	87	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	51091134	51091224	.	90	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	51133904	51134228	.	324	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	51174598	51174678	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	51220497	51220641	.	144	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	51241744	51241824	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	51242956	51243145	.	189	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	51253901	51253981	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	51258493	51258573	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	51266376	51266652	.	276	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	51306887	51306967	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	51314313	51314415	.	102	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	51332044	51332182	.	138	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	51466610	51466721	.	111	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	51475591	51475671	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	51675562	51675642	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	51677876	51678026	.	150	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	51724219	51724299	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	51800484	51800627	.	143	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	51817590	51817670	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	51844630	51844867	.	237	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	51940012	51940092	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	51969491	51969593	.	102	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	51988468	51988616	.	148	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	52129432	52129512	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	52154485	52154651	.	166	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	52154697	52154788	.	91	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	52159508	52159678	.	170	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	52165295	52165463	.	168	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	52222721	52222801	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	52226895	52226993	.	98	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	52250293	52250374	.	81	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	52252171	52252357	.	186	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	52252416	52252496	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	52252633	52252800	.	167	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	52253062	52253176	.	114	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	52257209	52257332	.	123	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	52257549	52257629	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	52263151	52263238	.	87	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	52284086	52284166	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	52348951	52349082	.	131	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	52354340	52354420	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	52473706	52473801	.	95	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	52473941	52474028	.	87	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	52475464	52475560	.	96	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	52484563	52484724	.	161	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	52572047	52572141	.	94	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	52634386	52634466	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	52648062	52648191	.	129	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	52725632	52725712	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	52807032	52807113	.	81	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	52835277	52835357	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	52839960	52840117	.	157	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	52842552	52842632	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	52847174	52847254	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	53000674	53000854	.	180	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	53001367	53001447	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	53008021	53008236	.	215	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	53021993	53022106	.	113	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	53045174	53045325	.	151	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	53045363	53045444	.	81	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	53054995	53055075	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	53065602	53065732	.	130	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	53150682	53150793	.	111	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	53221779	53221894	.	115	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	53420235	53420320	.	85	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	53671888	53671981	.	93	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	53696059	53696139	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	53708213	53708355	.	142	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	53813523	53813689	.	166	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	53870866	53871038	.	172	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	53989686	53989766	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	54285205	54285308	.	103	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	54312494	54312584	.	90	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	54372131	54372211	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	54394903	54394984	.	81	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	54404140	54404228	.	88	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	54474970	54475060	.	90	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	54534626	54534727	.	101	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	54632227	54632307	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	54635084	54635166	.	82	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	54686963	54687043	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	54715596	54715676	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	54908030	54908110	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	55087473	55087657	.	184	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	55109387	55109543	.	156	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	55203882	55203962	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	55219046	55219126	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	55311961	55312096	.	135	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	55312202	55312378	.	176	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	55313292	55313418	.	126	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	55489985	55490069	.	84	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	57449316	57449421	.	105	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	59878474	59878701	.	227	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	60062379	60062459	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	60154780	60154875	.	95	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	61173981	61174063	.	82	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	61339822	61339943	.	121	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	61346027	61346196	.	169	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	61356169	61356285	.	116	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	61385601	61385758	.	157	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	61576274	61576354	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr1	61576391	61576544	.	153	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
